,Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
428,4,6,5392,6,6,1012048,6695,4096,9,0,5,9,320,24872,0,1
429,1,11,28320,10,10,312832,6752,327680,14,10,5,9,16704,25896,0,1
430,4,11,392176,10,10,478448,6752,380952,14,10,6,9,16736,25896,0,1
431,1,6,4752,6,6,715936,6695,4096,9,0,5,9,320,24872,0,1
432,1,11,19776,10,10,247520,240,253952,14,10,5,9,16704,608568,0,1
433,4,11,252816,10,10,293824,240,234864,14,10,6,9,16736,608568,0,1
434,1,6,5360,6,6,378224,240,4096,9,0,4,9,320,609456,0,1
435,4,6,6624,6,6,494064,240,4096,9,0,4,9,320,609456,0,1
436,4,11,152288,10,10,158528,296,140224,14,10,5,9,16736,1096,0,1
437,1,11,15248,10,10,129088,296,143360,14,10,4,9,16704,1096,0,1
438,4,11,13344,10,10,0,0,12640,14,10,6,11,49632,2576,0,1
439,1,6,57616,0,5,116848,2214,57344,10,0,4,12,320,1912,0,1
440,4,6,70176,0,5,133120,2104,69632,10,0,5,12,320,1888,0,1
441,1,6,25136,0,5,0,0,24576,10,0,4,12,33088,33016,0,1
442,4,0,0,0,6,55792,5200,40960,12,0,5,12,352,888,0,1
443,1,6,40560,0,6,42960,5496,32768,14,10,4,12,320,936,0,1
444,1,6,416928,0,6,428736,1672,319488,14,10,4,12,320,944,0,1
445,4,0,0,0,6,119168,477,102400,12,0,5,12,352,880,0,1
446,1,6,119360,0,6,120208,508,110592,14,10,4,12,320,928,0,1
447,1,11,9808,10,10,64256,124,69632,14,10,4,9,16704,3016,0,1
448,4,11,75088,10,10,87152,124,68696,14,10,5,9,16736,3016,0,1
449,1,0,0,0,5,0,0,143360,10,0,4,12,33088,1657720,0,1
452,1,6,185056,0,5,0,0,184320,10,0,4,12,33088,32904,0,1
453,4,6,20880,0,5,23952,116,20480,10,0,5,12,320,928,0,1
454,1,6,16592,0,5,18848,124,16384,10,0,4,12,320,952,0,1
455,4,6,8480,0,5,9760,71,8192,10,0,5,12,320,896,0,1
456,1,6,8368,0,5,9744,74,8192,10,0,4,12,320,920,0,1
457,1,11,13524,0,6,20480,146,16384,14,10,4,12,320,17192,0,1
458,4,11,858864,10,10,0,0,793960,14,10,6,11,49504,2048,0,1
459,4,6,5152,6,6,0,0,4096,9,0,4,11,33088,2024,0,1
460,1,11,7072,10,10,0,0,319488,14,10,4,9,49472,2024,0,1
461,4,11,66000,10,10,0,0,62000,14,10,5,11,49504,2024,0,1
462,1,6,4640,6,6,0,0,4096,9,0,3,9,33088,2024,0,1
463,1,11,8128,10,10,73792,3181,81920,14,10,5,9,16704,1024,0,1
464,4,11,86928,10,10,98272,3184,82192,14,10,6,9,16736,1024,0,1
465,1,6,4480,6,6,74464,3071,4096,9,0,3,9,320,1024,0,1
466,4,6,4864,6,6,89632,3071,4096,9,0,4,9,320,1024,0,1
467,4,6,46880,0,4,0,0,0,8,0,1,21,1280,1536,0,1
468,1,6,46880,0,4,0,0,8192,8,0,2,12,1280,1536,0,1
469,1,6,52436,0,4,0,0,8192,48,0,2,12,34144,2360,0,1
470,4,6,52428,0,4,0,0,0,48,0,1,21,34144,2360,0,1
472,4,6,277568,0,4,0,0,274432,8,0,4,12,32768,161456,0,1
473,4,10,62128,0,6,97296,86,61440,12,0,5,12,352,1616,0,1
476,1,10,546048,0,6,862656,5117,544768,12,0,5,12,320,2984,0,1
477,1,10,533728,0,6,0,0,532480,12,0,5,12,33088,3288,0,1
480,1,11,4384,10,10,0,0,16384,14,10,5,9,49600,1072,0,1
481,4,11,12976,10,10,0,0,12560,14,10,6,11,49632,1072,0,1
482,4,11,184016,10,10,232512,1420,170928,14,10,7,9,16864,30496,0,1
483,1,11,21248,10,10,193632,1419,208896,14,10,6,9,16832,30496,0,1
484,4,6,4912,6,6,62240,747,4096,9,0,4,9,320,1032,0,1
485,1,6,4512,6,6,50624,747,4096,9,0,3,9,320,1032,0,1
486,1,11,18400,10,10,143280,102,151552,14,10,5,9,16704,1056,0,1
487,4,11,136432,10,10,189776,104,123168,14,10,6,9,16736,1056,0,1
488,4,6,5200,6,6,140944,102,4096,9,0,4,9,320,1056,0,1
489,1,6,4640,6,6,88416,102,4096,9,0,3,9,320,1056,0,1
490,1,11,5616,10,10,19568,107,24576,14,10,4,9,16704,1048,0,1
491,4,6,74528,0,5,95520,374,73728,9,0,5,12,320,1424,0,1
492,4,11,442656,10,10,523264,116,421960,14,10,6,9,16736,44160,0,1
493,4,11,215728,10,10,0,0,186792,14,10,5,11,49504,9104,0,1
494,1,6,108320,0,5,153424,2753,106496,10,0,4,12,320,1452,0,1
495,1,11,9472,10,10,50768,129,57344,14,10,4,9,16704,1088,0,1
496,4,11,61856,10,10,64784,132,57320,14,10,5,9,16736,1088,0,1
497,4,6,5616,6,6,0,0,4096,9,0,4,11,33088,2016,0,1
498,1,6,4880,6,6,0,0,4096,9,0,3,9,33088,2016,0,1
499,1,10,776064,0,6,0,0,770048,12,0,4,12,33088,376136,1,1
500,4,11,392864,10,10,410624,160,304632,14,10,6,9,16736,1024,0,1
502,1,10,279520,0,6,0,0,278528,12,0,5,12,33088,1880,0,1
503,1,10,328576,0,6,0,0,327680,12,0,5,12,33088,1608,0,1
504,1,10,274864,0,6,305136,2357,274432,12,0,4,12,320,1280,0,1
505,1,0,0,0,4,0,0,8192,8,0,2,12,34112,908,0,1
506,1,0,0,0,4,0,0,8192,8,0,2,12,34112,936,0,1
507,1,10,336352,0,6,369408,2357,335872,12,0,4,12,320,1288,0,1
508,4,11,1001760,0,6,1080320,7364,942080,14,0,6,12,352,2144,0,1
509,4,6,1005984,0,5,1157136,8272,1242304,10,0,6,12,320,1881,0,1
510,1,0,0,1,4,512000,6680,520620,2,21,19,18,0,1136,0,1
511,1,11,839264,0,6,840272,7364,786432,14,0,5,12,320,2176,0,1
512,1,0,0,1,4,520192,6710,528816,2,21,19,18,0,1136,0,1
513,4,6,855568,0,6,874832,7424,806912,14,0,5,12,352,0,0,1
514,4,6,1067904,0,6,1092416,7424,1011712,14,0,5,12,33120,0,0,1
515,1,0,0,0,5,640976,6859,593920,11,0,4,12,320,480,0,1
516,4,0,0,0,4,954368,213,959340,2,29,10,18,0,0,0,1
517,4,6,1185088,0,6,1210032,216,1159168,14,0,5,12,352,0,0,1
518,1,0,0,0,4,0,0,8192,11,0,2,12,34144,1056,0,1
520,1,0,0,0,4,0,0,8192,48,0,2,12,34144,1232,0,1
521,1,0,0,0,4,0,0,8192,48,0,2,12,34144,1208,0,1
523,1,11,13908,10,6,24576,386,20480,14,10,5,12,320,1208,0,1
524,1,6,4096,0,6,0,0,0,14,10,1,12,1344,832376,0,1
525,1,11,330932,0,6,1118208,76864,331776,14,10,5,12,320,1200,0,1
526,1,11,4096,10,10,4192,608,0,14,10,1,9,17728,968,0,1
527,4,11,4096,10,10,4192,608,0,14,10,1,9,16736,968,0,1
528,1,6,4096,6,6,4128,607,0,9,0,1,9,1344,1016,0,1
529,4,6,4096,6,6,4128,607,0,9,0,1,9,64,1016,0,1
530,4,6,101376,2,6,104608,2796,98304,14,0,6,12,352,436,0,1
531,4,6,26992,0,6,0,0,24576,14,0,6,12,33120,436,0,1
532,4,6,136064,0,6,0,0,118784,14,0,6,12,33120,436,0,1
533,4,6,53248,0,4,0,0,70160,2,28,8,18,32768,1256,0,1
534,1,11,10736,10,6,103536,230,114688,14,10,5,12,320,4824,0,1
535,1,11,4960,10,10,30400,750,36864,14,10,4,9,16704,7064,0,1
536,4,11,35360,10,10,38272,752,33056,14,10,5,9,16736,7072,0,1
537,1,6,4704,6,6,33248,426,4096,9,0,3,9,320,7000,0,1
538,4,6,5248,6,6,41488,426,4096,9,0,4,9,320,7000,0,1
539,1,6,5584,6,6,0,0,4096,9,0,3,9,33088,525752,0,1
540,4,6,7024,6,6,0,0,4096,9,0,4,11,33088,525752,0,1
541,4,11,331888,10,10,0,0,307784,14,10,5,11,49504,411456,0,1
542,4,11,3347808,0,6,0,0,2772992,14,0,8,21,33120,9475624,0,1
543,4,11,4096,0,6,0,0,0,14,0,1,12,352,10374672,0,1
544,1,10,10466944,0,6,10478368,14958,11542528,14,10,7,12,320,32540,0,1
545,4,10,11686192,0,6,12121952,14958,13729792,14,10,8,12,352,32540,0,1
546,1,10,3409904,0,6,3440848,1326,3538944,14,10,7,12,320,1689,0,1
547,4,10,3728336,0,6,3954080,1326,4198400,14,10,8,12,352,1689,0,1
548,1,6,4321984,0,6,4594848,128,4321280,9,0,5,12,320,1008,0,1
549,1,11,12122752,0,6,12128688,104,10522624,14,10,9,12,320,26680,1,1
550,4,6,5686656,0,6,6301760,102,5685248,9,0,7,12,320,1008,0,1
551,4,11,14479520,0,6,15168720,104,12759040,14,10,10,12,352,26680,1,1
552,4,11,14778704,0,6,15521648,104,12996608,14,10,10,12,16736,26680,1,1
553,1,11,12399728,0,6,12405728,104,10747904,14,10,9,12,16704,26680,1,1
554,4,6,980048,0,5,1123632,89,978944,9,0,5,12,320,1392,0,1
555,4,6,279472,0,5,0,0,278528,9,0,4,12,32768,832,0,1
556,4,6,1300976,0,5,1751696,112,1298432,9,0,6,12,320,1464,0,1
557,4,11,29104,10,10,0,0,23488,14,10,6,11,49504,5896,0,1
558,1,11,7776,10,10,89264,751,94208,14,10,5,9,16704,1008,0,1
559,4,11,83648,10,10,99232,752,79120,14,10,6,9,16736,1008,0,1
560,4,11,86240,10,10,0,0,69592,14,10,6,11,49504,1360,0,1
561,1,11,10784,10,10,89920,2481,98304,14,10,5,9,16704,2416,0,1
562,4,11,105104,10,10,120496,2484,95928,14,10,6,9,16736,2416,0,1
563,1,11,4352,10,10,10240,160,16384,14,10,4,9,16704,1056,0,1
564,4,11,12960,10,10,14096,160,12560,14,10,5,9,16736,1056,0,1
565,1,11,6384,10,10,69856,165,77824,14,10,4,9,16704,1080,0,1
566,1,6,4336,6,6,69072,165,4096,9,0,3,9,320,1080,0,1
567,4,10,45856,0,6,62272,183,45056,11,0,5,12,352,1408,0,1
568,4,10,706032,0,6,1041728,36251,704512,11,0,5,12,352,1288,0,1
569,4,6,20480,0,4,0,0,37428,2,28,8,18,32768,1256,0,1
570,1,11,6016,10,10,29120,358,36864,14,10,5,9,16704,1048,0,1
571,4,11,35616,10,10,41456,360,33856,14,10,6,9,16736,1048,0,1
572,4,11,926176,10,10,1151616,80,868000,14,10,6,9,16736,1296,0,1
573,1,11,58960,10,10,843584,78,847872,14,10,5,9,16704,1296,0,1
574,1,11,4512,10,10,0,0,16384,14,10,5,9,49472,1872,0,1
575,4,11,13504,10,10,0,0,12560,14,10,6,11,49504,1872,0,1
576,1,11,8640,10,10,31248,272,36864,14,10,5,9,16704,1304,0,1
577,4,11,34592,10,10,39536,272,29584,14,10,6,9,16736,1304,0,1
578,1,11,31312,10,10,603088,4757,614400,14,10,5,9,16704,19800,0,1
579,4,11,649936,10,10,774608,4760,639152,14,10,6,9,16736,19800,0,1
580,4,6,6144,6,6,329056,2410,4096,9,0,4,9,448,4200,0,1
581,1,11,46848,10,10,287312,1734,294912,14,10,5,9,16704,1080,0,1
582,4,11,319712,10,10,337216,1736,280528,14,10,6,9,16736,1080,0,1
583,4,6,5120,6,6,111760,1411,4096,9,0,4,9,448,1080,0,1
584,1,11,5056,10,10,17104,611,24576,14,10,5,9,16704,1048,0,1
585,4,11,22272,10,10,24560,612,20752,14,10,6,9,16736,1048,0,1
586,4,6,4624,6,6,19840,499,4096,9,0,4,9,320,1048,0,1
587,4,11,182016,10,10,186544,2236,156848,14,10,6,9,16736,120128,0,1
588,4,11,78096,10,10,79904,2128,66176,14,10,5,11,49504,91040,0,1
589,4,6,5280,6,6,29744,1614,4096,9,0,4,11,33088,91040,0,1
590,4,6,4848,6,6,16032,1614,4096,9,0,4,11,33088,90992,0,1
591,4,11,352656,10,10,0,0,298328,14,10,6,11,49504,536416,0,1
592,4,6,7408,6,6,0,0,4096,9,0,4,11,33088,94200,0,1
593,1,11,6512,10,10,37040,170,45056,14,10,4,9,16704,4464,0,1
594,4,11,45952,10,10,51056,172,42304,14,10,5,9,16736,4464,0,1
595,1,6,4656,6,6,49840,170,4096,9,0,3,9,320,4464,0,1
596,4,6,5184,6,6,67520,170,4096,9,0,4,9,320,4464,0,1
597,4,6,6704,6,6,252240,104,4096,9,0,4,9,320,120864,0,1
598,4,11,378176,10,10,455056,104,365488,14,10,6,9,16736,124352,0,1
599,1,11,33936,10,10,405952,104,421888,14,10,5,9,16704,124344,0,1
600,1,6,5392,6,6,209872,104,4096,9,0,3,9,320,120856,0,1
601,4,11,182192,10,10,217808,164,166472,14,10,5,9,16736,1024,0,1
602,4,6,5232,6,6,230384,164,4096,9,0,4,9,320,1024,0,1
603,1,10,74272,0,6,0,0,73728,12,0,4,12,33088,1720,0,1
604,4,10,74800,0,6,0,0,73728,12,0,5,12,33120,1720,0,1
605,1,6,152304,0,5,0,0,151552,9,0,3,12,32768,5104,0,1
606,4,6,161248,0,5,0,0,159744,9,0,4,12,32768,5104,0,1
607,1,11,293280,10,10,323760,144,226076,14,10,5,9,16704,1112,0,1
608,4,11,386736,10,10,459472,144,303320,14,10,6,9,16736,1112,0,1
609,1,11,767856,10,10,777456,864,655180,14,10,5,9,16704,1176,0,1
610,4,11,806624,10,10,834176,864,685736,14,10,6,9,16736,1176,0,1
611,4,6,8464,502,5,9808,73,8192,10,0,5,12,448,952,0,1
612,4,6,12848,502,5,19072,79,12288,10,0,5,12,448,992,0,1
613,4,6,75472,502,5,0,0,73728,10,0,5,12,33216,960,0,1
614,4,6,42560,502,5,0,0,40960,10,0,4,12,33216,0,0,1
615,4,6,1990400,502,5,2919968,192,1986560,10,0,6,12,448,294460,0,1
616,4,6,13008,502,5,19920,84,12288,10,0,5,12,448,920,0,1
617,1,6,201312,502,5,307040,171,200704,10,0,4,12,448,296220,0,1
618,4,6,308528,502,5,1274688,19235,307200,10,0,5,12,33216,984,1,1
619,4,6,82784,502,5,144704,274,77824,10,0,5,12,448,912,1,1
620,4,6,1160416,502,5,3390912,137,1155072,10,0,5,12,448,936,1,1
621,4,6,8480,502,5,360192,508,8192,10,0,5,12,448,944,0,1
622,4,6,292848,502,5,365904,3482,290816,10,0,5,12,448,960,0,1
623,4,6,61696,502,5,86016,483,61440,10,0,7,12,128,1048,0,1
624,4,6,29184,502,5,35648,89,28672,10,0,5,12,448,992,0,1
625,4,6,58192,502,5,0,0,57344,10,0,5,12,33216,968,0,1
626,4,6,8688,502,5,0,0,8192,10,0,5,12,33216,936,0,1
627,4,6,82448,502,5,106080,85,81920,10,0,5,12,448,976,0,1
628,1,6,53616,502,5,69920,85,53248,10,0,4,12,448,976,0,1
629,4,6,30400,502,5,0,0,28672,10,0,5,12,33216,976,0,1
630,4,6,20880,502,5,26960,90,20480,10,0,5,12,448,984,0,1
631,4,6,25200,502,5,32304,87,24576,10,0,5,12,448,976,0,1
632,1,11,4848,10,10,0,0,28672,14,10,4,9,49472,2528,0,1
633,1,6,4688,6,6,0,0,4096,9,0,3,9,33088,2528,0,1
634,4,6,7824,6,6,877840,31884,4096,9,0,4,9,320,911272,0,1
635,4,11,808176,10,10,943648,31900,787808,14,10,6,9,16736,3474288,0,1
636,1,11,14144,10,10,769232,31898,806912,14,10,5,9,16704,3474280,0,1
637,1,6,5968,6,6,741776,31884,4096,9,0,3,9,320,911264,0,1
638,4,11,94512,10,10,0,0,78224,14,10,5,11,16736,5808,0,1
639,4,6,4752,6,6,0,0,4096,9,0,4,11,320,5552,0,1
640,4,11,93392,10,10,116128,176,73104,14,10,5,9,16736,1328,0,1
641,1,6,31544,0,4,0,0,8192,48,0,2,12,34144,1680,0,1
642,1,0,0,0,6,0,0,36864,11,0,3,12,33024,1536,0,1
643,4,0,0,0,6,0,0,40960,11,0,4,12,33056,1536,0,1
644,4,11,1123936,10,10,1241408,144,948904,14,10,6,9,16736,3816,0,1
645,1,11,179120,10,10,928160,143,937984,14,10,5,9,16704,3816,0,1
646,4,6,22448,0,4,0,0,0,8,0,1,21,1280,1544,0,1
647,1,6,22448,0,4,0,0,8192,8,0,2,12,1280,1544,0,1
648,1,6,28924,0,4,0,0,8192,48,0,2,12,34144,2328,0,1
649,1,0,0,0,5,213088,87,188416,10,0,6,12,320,984,0,1
650,1,0,0,0,6,202384,87,184320,12,0,6,12,320,928,0,1
651,1,0,0,0,5,359456,87,262144,10,0,4,12,320,952,0,1
652,1,0,0,0,6,385632,87,286720,12,0,4,12,320,928,0,1
653,1,0,0,0,5,189392,96,159744,10,0,4,12,320,1040,0,1
654,1,0,0,0,6,350096,96,278528,12,0,4,12,320,968,0,1
655,1,0,0,0,5,405504,86,372736,10,0,6,12,320,1016,0,1
656,1,0,0,0,6,360336,86,344064,12,0,6,12,320,928,0,1
657,4,11,24512,10,10,28896,112,23488,14,10,6,9,16736,1328,0,1
658,4,11,163312,10,10,219808,2956,154776,14,10,6,9,16736,2496,0,1
659,4,11,206576,10,10,0,0,241664,14,10,8,9,16736,1008,0,1
660,4,6,136080,6,6,0,0,135168,9,0,6,9,0,1008,0,1
661,1,11,126720,10,10,688000,163,733184,14,10,4,9,16704,68920,1,1
662,4,11,824000,10,10,917344,164,708264,14,10,5,9,16736,68920,1,1
663,1,6,5280,6,6,793056,163,4096,9,0,3,9,320,68936,1,1
664,4,6,6448,6,6,1184848,163,4096,9,0,4,9,320,68936,1,1
665,1,11,421632,10,10,2925664,3816,2990080,14,10,5,9,16704,1296,0,1
666,4,11,4057232,10,10,4893888,3816,3459688,14,10,6,9,16736,1296,0,1
667,4,11,12880,0,6,0,0,12288,14,0,6,17,33120,80744,0,1
668,4,11,8192,0,6,8288,46444,0,14,0,2,12,352,2536,0,1
669,1,11,8192,0,6,8288,46320,0,14,0,2,12,1344,2576,0,1
670,4,11,1734368,0,6,2930240,44200,1703936,14,0,6,12,352,2544,0,1
671,1,11,2753568,0,6,2754608,44196,1724416,14,0,5,12,320,2584,0,1
672,4,11,381408,0,6,456736,25404,282624,14,0,5,12,352,0,0,1
673,4,11,14064,0,6,0,0,12288,14,0,6,12,33120,144,0,1
674,4,11,12880,0,6,0,0,12288,14,0,6,17,33120,79184,0,1
675,1,11,12576,0,6,0,0,12288,14,0,5,17,33088,79216,0,1
676,4,11,339424,10,10,0,0,283928,14,10,5,11,49504,1505848,0,1
677,1,11,4096,10,10,4192,688,0,14,10,1,9,1344,1008,0,1
678,4,6,2166875,0,4,2076672,69191,2148316,2,28,11,18,32768,1256,0,1
679,4,6,7840,6,6,0,0,4096,9,0,4,11,33088,379792,0,1
680,4,11,27456,10,10,29568,120,25304,14,10,5,9,16736,1056,0,1
681,4,11,1335840,0,6,0,0,1056768,14,10,6,12,49504,1072,0,1
682,1,10,4096,10,10,0,0,0,14,10,1,9,1344,1154152,0,1
683,1,11,5312,10,10,15760,123,20480,14,10,5,9,16704,6040,0,1
684,4,11,192192,10,10,267744,18424,179608,14,10,6,9,16736,3480,0,1
685,4,6,49152,0,4,0,0,66304,2,28,8,18,32768,1256,0,1
686,4,11,26864,10,10,28384,228,24848,14,10,5,9,16736,1328,0,1
687,4,11,60448,10,10,0,0,53416,14,10,6,11,49504,1024,0,1
688,1,0,0,6,5,0,0,103164,2,25,7,12,33088,328448,0,1
689,4,6,148448,0,4,181392,213,147456,8,0,5,12,0,1104,0,1
690,4,6,135776,0,4,162256,128,135168,8,0,5,12,0,1024,0,1
691,4,11,1507600,10,10,0,0,1286472,14,10,6,11,49504,5608,0,1
692,4,11,82768,0,5,96800,3340,57344,14,0,6,12,352,1456,0,1
693,1,6,4784,8,5,0,0,4096,8,0,3,12,33088,1624,0,1
694,1,6,87972,0,4,0,0,8192,8,0,2,12,1344,18088,0,1
695,4,11,216224,10,10,234176,204,181832,14,10,5,9,16736,3928,0,1
696,4,11,58352,10,10,63568,132,53840,14,10,6,9,16736,3304,0,1
697,1,6,102952,0,4,0,0,8192,8,0,2,12,1344,15588,0,1
698,4,11,1541200,10,10,2648784,192,1434472,14,10,6,9,16736,1272424,0,1
699,4,6,5792,6,6,198592,191,4096,9,0,5,9,320,289080,0,1
700,4,11,158096,10,10,185936,112,149232,14,10,6,9,16736,2560,0,1
701,4,6,5296,6,6,111680,109,4096,9,0,4,9,320,1360,0,1
702,4,11,289088,10,10,0,0,272256,14,10,7,11,49632,46080,0,1
703,4,6,6352,6,6,0,0,4096,9,0,4,11,33088,68928,0,1
704,1,11,4512,10,10,0,0,20480,14,10,6,9,49600,2096,0,1
705,1,6,4480,6,6,0,0,4096,9,0,3,9,33088,1784,0,1
706,4,6,102400,0,4,0,0,127832,2,28,8,18,32768,1256,0,1
707,4,11,132288,1707,6,150800,296,106496,14,0,7,12,352,2872,0,1
708,4,6,53248,0,4,0,0,70368,2,28,8,18,32768,1256,0,1
709,1,6,53248,1,4,0,0,70120,2,28,7,18,32768,1256,0,1
710,4,6,5280,6,6,0,0,4096,9,0,4,11,33088,2056,0,1
711,1,11,5072,10,10,0,0,49152,14,10,5,9,49472,2056,0,1
712,4,11,51552,10,10,0,0,49424,14,10,6,11,49504,2056,0,1
713,1,6,4688,6,6,0,0,4096,9,0,3,9,33088,2056,0,1
714,1,11,199728,10,10,585360,162,618496,14,10,4,9,16704,189704,0,1
715,4,11,634384,10,10,718944,164,476304,14,10,5,9,16736,189704,0,1
716,1,6,4944,6,6,597328,162,4096,9,0,3,9,320,189688,0,1
717,4,6,5776,6,6,755968,162,4096,9,0,4,9,320,189688,0,1
718,1,10,205840,0,6,0,0,204800,12,0,4,12,33088,11848,0,1
719,1,10,222304,0,6,0,0,221184,12,0,4,12,33088,11976,0,1
720,1,10,49520,0,6,65744,381,49152,12,0,4,12,320,1648,0,1
721,1,10,49520,0,6,65744,381,49152,12,0,4,12,320,1656,0,1
722,1,10,111328,0,6,146112,185,110592,12,0,4,12,320,305560,0,1
723,1,10,115424,0,6,150880,185,114688,12,0,4,12,320,305576,0,1
724,4,10,116176,0,6,173600,185,114688,12,0,5,12,352,305560,0,1
725,4,10,124368,0,6,183312,185,122880,12,0,5,12,352,305576,0,1
726,1,10,243872,0,6,301360,168,241664,12,0,5,12,320,308848,0,1
727,1,10,280768,0,6,368368,168,278528,12,0,5,12,320,308864,0,1
728,4,10,482656,0,6,645248,168,479232,12,0,6,12,352,308848,0,1
729,4,10,523648,0,6,719520,168,520192,12,0,6,12,352,308864,0,1
730,1,10,12967136,0,6,17687600,4809,12959744,12,0,5,12,320,2624,1,1
731,1,10,1095552,0,6,0,0,1093632,12,0,4,12,33088,351032,0,1
732,1,10,15261456,0,6,20697360,9570,15253504,12,0,5,12,320,2632,1,1
733,1,10,1230768,0,6,1528272,127,1228800,12,0,4,12,33088,642680,0,1
734,1,10,16768,0,6,0,0,16384,12,0,4,12,33088,2728,0,1
735,1,10,16768,0,6,0,0,16384,12,0,4,12,33088,2736,0,1
736,1,0,0,0,6,0,0,0,12,0,0,12,1344,13341104,1,1
737,1,0,0,0,6,0,0,0,12,0,0,12,1344,14710616,1,1
738,1,10,74144,0,6,99936,292,73728,12,0,4,12,320,1480,0,1
739,1,11,17952,10,10,54448,108,61440,14,10,5,9,16704,1016,0,1
740,1,6,4304,6,6,65120,108,4096,9,0,3,9,320,1040,0,1
741,4,6,4496,6,6,79808,108,4096,9,0,4,9,64,1040,0,1
742,4,6,42576,0,6,0,0,28672,14,0,6,12,33120,480,0,1
743,4,11,257776,10,10,299344,164,242376,14,10,6,9,16736,1792408,0,1
744,1,6,5440,6,6,185840,187,4096,9,0,3,9,320,1577728,0,1
745,4,6,6720,6,6,239184,187,4096,9,0,4,9,320,1577728,0,1
746,4,11,68672,10,10,72688,192,58304,14,10,5,9,16736,51192,0,1
747,4,11,63936,10,10,65824,164,36256,14,10,5,9,16736,1288,0,1
748,4,6,5040,6,6,76160,163,4096,9,0,4,9,64,1288,0,1
749,1,11,10176,10,10,51056,161,69632,14,10,4,9,16704,6840,0,1
750,4,11,62976,10,10,66928,164,56664,14,10,5,9,16736,6840,0,1
751,1,11,11184,10,10,99104,161,122880,14,10,4,9,16704,38384,0,1
752,4,11,121808,10,10,127280,164,114472,14,10,5,9,16736,38384,0,1
753,1,6,4880,6,6,97184,161,4096,9,0,3,9,320,42504,0,1
754,4,6,5664,6,6,126704,161,4096,9,0,4,9,320,42504,0,1
755,1,11,38160,10,10,685728,165,753664,14,10,5,9,16704,1862464,0,1
756,4,11,709840,10,10,864912,168,659488,14,10,6,9,16736,1862464,0,1
757,1,6,5232,6,6,298864,165,4096,9,0,3,9,320,683984,0,1
758,4,6,6352,6,6,538768,165,4096,9,0,4,9,320,683984,0,1
759,4,6,4736,6,6,0,0,4096,9,0,4,11,33088,44848,0,1
760,1,11,9920,10,10,0,0,36864,14,10,4,9,49472,44800,0,1
761,4,11,37312,10,10,0,0,31832,14,10,5,11,49504,44800,0,1
762,1,6,4416,6,6,0,0,4096,9,0,3,9,33088,44848,0,1
763,4,6,5568,6,6,0,0,4096,9,0,4,11,33088,10208,0,1
764,1,11,35856,10,10,0,0,307200,14,10,5,9,49472,12528,0,1
765,4,11,292576,10,10,0,0,252056,14,10,6,11,49504,12528,0,1
766,4,6,24576,0,4,0,0,41604,2,28,16,18,32768,1256,0,1
767,4,6,40960,0,4,0,0,58072,2,28,8,18,32768,1256,0,1
768,1,6,40960,1,4,0,0,57828,2,28,7,18,32768,1256,0,1
769,1,10,165632,10,6,0,0,507904,14,12,4,12,33088,23620,0,1
770,4,10,524624,10,6,0,0,266240,14,12,5,12,33120,23620,0,1
771,1,10,164720,10,6,0,0,466944,14,12,4,12,33088,22480,0,1
772,4,10,486512,10,6,0,0,229376,14,12,5,12,33120,22480,0,1
773,1,11,23280,10,10,143760,420,163840,14,10,5,9,16704,31128,0,1
774,4,11,148032,10,10,177008,420,141200,14,10,6,9,16736,31128,0,1
775,1,6,4672,6,6,134848,420,4096,9,0,3,9,320,31128,0,1
776,4,6,5248,6,6,178608,420,4096,9,0,4,9,64,31128,0,1
777,4,6,581968,0,5,642432,290,581632,10,0,5,12,320,920,0,1
778,1,6,516272,0,5,563248,290,516096,10,0,4,12,320,944,0,1
779,4,6,16384,0,4,32768,141,37384,2,28,9,18,0,0,0,1
780,1,6,8384,6,6,1582688,78,4096,9,0,3,9,32832,280016,0,1
781,4,6,12784,6,6,2916000,75,4096,9,0,4,11,33088,280024,0,1
782,1,11,28503616,6,6,28966832,98,27635712,12,10,5,12,320,1792,0,1
783,1,11,28336352,6,6,28732816,101,27471872,12,10,5,12,320,1768,0,1
784,1,11,15280,10,10,43696,353,57344,14,10,5,9,16704,1104,0,1
785,4,11,50464,10,10,54256,356,37952,14,10,6,9,16736,1104,0,1
786,4,6,5584,6,6,61712,353,4096,9,0,4,9,320,1104,0,1
787,1,6,4832,6,6,50576,353,4096,9,0,3,9,320,1104,0,1
788,4,11,266336,10,10,0,0,210816,14,10,5,11,49504,1520,0,1
789,1,11,49472,10,10,0,0,229376,14,10,4,9,49472,1520,0,1
790,5,11,61968,10,10,0,0,356352,14,10,5,11,49504,1520,0,1
791,1,10,48300,0,4,0,0,8192,48,0,2,12,34112,1612,0,1
792,4,10,48292,0,4,0,0,0,48,0,1,21,34144,1612,0,1
793,1,11,19120,10,10,232336,205,237568,14,10,5,9,16704,1096,0,1
794,4,11,282000,10,10,328688,208,255960,14,10,6,9,16736,1096,0,1
795,1,0,0,6,5,0,0,103172,2,25,7,12,33088,410632,0,1
796,1,11,9936,10,10,44720,101,49152,14,10,4,9,16704,1288,0,1
797,4,11,54464,10,10,58176,104,47392,14,10,5,9,16736,1288,0,1
